COD_ACTE,DT_MODIF,NOM_COURT
PAPA001,2024-11-04,o.tomie mult. alignt ab.chir 2extrémités plus. os lgs homolat
PAPA002,2024-11-04,o.tomie itérative pr cal prématuré pdt allongt progr. 1os long
PAPA003,2024-11-04,o.tomie mult. alignt +ab. des 2extrémités 1os long ab. direct
PAQK001,2024-11-04,Rx comparative des cart. conjugaison des os longs des mb
PAQL005,2024-11-04,scinti os. corps entier segt segt plus. temps sans collimateur
PAQL006,2024-11-04,scinti os. segt 1temps sans collimateur
PAQL007,2024-11-04,scinti os. segt plus. temps +collimateur
PAQL008,2024-11-04,scinti os. segt plus. temps sans collimateur
PAQL009,2024-11-04,scinti os. corps entier segt segt 1temps sans collimateur
PAQL010,2024-11-04,scinti os. corps entier segt segt plus. temps +collimateur
PAQX004,2024-11-04,EXAM ANAPATH K PIÈCE EXÉRÈSE TUMEUR OS & / CARTILAGE
NEEP003,2024-11-04,réduc. progr 1hanche instable non trauma traction av. âge 12mois
NEEP004,2024-11-04,réduc. 1lux. hanche +contention app. rigide pelvipédieux
NEEP005,2024-11-04,réduc. 1lux. hanche +frac. tête fém.
NEEP006,2024-11-04,réduc. progr 1hanche instable non trauma harnais
NEEP007,2024-11-04,réduc. 1lux. hanche +pose traction continue
NEFA001,2024-11-04,résec. hanche +coaptation trochantéro-iliaque/fém.iliaq
QAGA001,2024-11-04,abl. plus. C.E prof. visage +/- des mains
QAGA002,2024-11-04,abl. plus. C.E superf. peau visage +/- des mains
QAGA003,2024-11-04,abl. 1C.E superf. peau visage/des mains
QAGA004,2024-11-04,abl. 1C.E prof. des tissus mous visage/des mains
QAJA001,2024-11-04,panst chir. IIre brûlure sur tête +les 2mains
QAJA002,2024-11-04,parage +/- suture superf. peau face +10cm gd axe
QAJA003,2024-11-04,évac. 1phlegmon cerv.fac +médiast. diffus cerv.tomie
MGQC001,2024-11-04,explo. artic. poignet a.scopie
MGQH001,2024-11-04,arthrographie poignet
MGQK001,2024-11-04,Rx poignet selon 3incidences
MGQK002,2024-11-04,Rx dynamiq poignet pr entorse non dissociative 7incidences spéc
MGQK003,2024-11-04,Rx poignet selon 1/2incidences
MGRP001,2024-11-04,mobil. artic. poignet +/- main thérap. +AG/ALR
MHCA001,2024-11-04,suture caps.lig plus. artic. M.C.P
MHCA002,2024-11-04,suture caps.lig artic. M.C.P pouce ab. direct
MHCA003,2024-11-04,suture caps.lig 1artic. M.C.P
MHMP004,2024-11-04,orthèse dyn. 1doigt +1élmt moteur
MHMP006,2024-11-04,orthèse dyn. 3doigts +3éléments moteurs
MHMP007,2024-11-04,confection 1orthèse statique 1doigt
MHPA001,2024-11-04,libér. mobilisatrice plus. artic. main ab. direct
JKQX007,2024-11-04,EXAM ANAPATH K PIÈCE CONISATION COL UTÉRUS
JKQX015,2024-11-04,EXAM CYTOPATH CONTRÔLE EN PHASE LIQUIDE FROTTIS COL UTÉRUS
JKQX020,2024-11-04,EXAM ANAPATH K PIÈCE HYSTÉRECTOMIE + ANNEXECTOMIE ET OMENTECTOMIE
JKQX027,2024-11-04,EXAM CYTOPATH CONTRÔLE FROTTIS COL UTÉRUS
JKQX147,2024-11-04,EXAM CYTOPATH EN PHASE LIQ FROTTIS COL UTÉRUS DÉPISTAGE INDIVIDUEL
LDCA004,2024-11-04,O.S dent axis cerv.tomie ant/ant.lat
LDCA005,2024-11-04,O.S interlamaire atlas +axis ab. post.
LDCA006,2024-11-04,O.S transarticulaire +/- transpéd. atlas +axis ab. post.
LDCA007,2024-11-04,O.S cerv. ab. ant. +mandibulotomie
JKQX426,2024-11-04,EXAM CYTOPATH EN PHASE LIQ FROTTIS COL UTÉRUS POUR DÉPISTAGE ORGANISÉ
JLAD001,2024-11-04,séance dilat. vag. bougies
JLCA001,2024-11-04,colpopérinéorraphie post. +réfection canal +sphinct. anus
JLCA002,2024-11-04,colpopérinéorraphie post. +réfection sphinct. anus
LBLD281,2024-11-04,Pose de 3 implants dentaires chez l enfant
LBLD294,2024-11-04,"Pose de 10 implants dentaires, chez l adulte"
LBLD311,2024-11-04,Moyen liaison sur 9 implants dentaires
LBLD420,2024-11-04,Moyen liaison sur 11 implants dentaire
LBLD447,2024-11-04,Moyen liaison sur 5 implants dentaires
LBLP001,2024-11-04,pose 1guide positionnel pdt 1o.tomie mâchoire
LBMA001,2024-11-04,arthroplastie temporomandibulaire proth.
LBMA002,2024-11-04,reconstr. ramus mandib. gref. os pr malf. ab. direct
LBMA003,2024-11-04,reconstr. discale temporomandibulaire arthrotomie
LBMA004,2024-11-04,reconstr. condyl. mandib. gref. o.chondral
LBMA006,2024-11-04,condyloplastie mandib. arthrotomie
LBMP001,2024-11-04,Simulations des objectifs thérapeutiques sur moulage ou sur logiciel
LBMP002,2024-11-04,Montage directeur sur moulage étude des arcades
LBMP003,2024-11-04,Réalisation de moulages d étude
LBPA001,2024-11-04,o.tomie antépositionnement des épines mentonnières mandib. ab. bucc.
LBPA002,2024-11-04,o.tomie sagittale mandib. ab. bucc.
LBPA003,2024-11-04,décortication mandib. ab. bucc.
LBPA004,2024-11-04,o.tomie bilat. mandibul+maxil. avancée Fort I non segté ab. bucc.
LBPA005,2024-11-04,o.tomie interruptrice mandib. av. trou mentonnier ab. bucc.
LBPA006,2024-11-04,o.tomie LeFort I segmentée 3fragmt ab. bucc.
LBPA007,2024-11-04,o.tomie vert. rétrolingulaire ramus mandib. ab. facial
JCFA003,2024-11-04,urétérectomie segt pelv. +anast. uret. ab. direct
JCFA004,2024-11-04,exérèse urétérocèle +réimplant. vés +1/2néphrect +urétérect. homolat.
JCFA005,2024-11-04,résec. +plastie méga-uretère +réimplant. +antireflux ab. direct
JCFA006,2024-11-04,exérèse unilat. 1urétérocèle +réimplant. urét.vés bilat. ab. direct
JCFA007,2024-11-04,exérèse 1urétérocèle +réimplant. urét.vés homolat. ab. direct
JCFA008,2024-11-04,urétérectomie segt pelv+réimplant urét.vés+montage antireflux
JCFA009,2024-11-04,urétérectomie segt pelv. +réimplant. urét.vés ab. direct
JCFA010,2024-11-04,urétérectomie segt pelv. +réimplant. urét.vés +vessie psoïq ab. direct
JCFC001,2024-11-04,urétérectomie tot. coelio
JCFD001,2024-11-04,exérèse T. uret. lomb. 1néphrostom
HLHB001,2024-11-04,biopsie foie transcut. sans guid
HLHH001,2024-11-04,biopsie foie v. jug. +guid écho +/-radio sans prise pression IV
EZMA003,2024-11-04,création 1FAV pr accès vasc. +superficialisation vn sujet >20kg
PAQK002,2024-11-04,Rx sqlt pr calcul âge os. après âge 2ans
PAQK003,2024-11-04,Rx sqlt cplt segt segt chez enfant
PAQK004,2024-11-04,Rx sqlt cplt chez N-Né dcd
MDEA003,2024-11-04,gref. corticospongieuse péd. os scaphoïde
MDEA004,2024-11-04,reconstr. agénésie digit transfert non vascularisé phalange orteil
MDEP001,2024-11-04,réduc. frac. plus. os main
MDEP002,2024-11-04,réduc. 1frac. 1os main
MDFA001,2024-11-04,résec. segt 1phalange/1artic. I.P pouce +anast. pr triphalangie
MDFA002,2024-11-04,exérèse part. 1os main continuité conservée ab. direct
MDFA003,2024-11-04,résec. part. 1os carpe sans arthrodèse
MDFA004,2024-11-04,résec. 1re rangée carpe
MDFA005,2024-11-04,résec. en bloc os carpe +/- métacarpe
MEFC002,2024-11-04,synovectomie tot. artic. scap.hum a.scopie
MEGA001,2024-11-04,abl. 1proth. artic. scap.hum +arthrodèse scap.hum
MEGA002,2024-11-04,abl. 1proth. artic. scap.hum
MEJA001,2024-11-04,nettoyage artic. scap.hum arthrotomie
MEJC001,2024-11-04,nettoyage artic. scap.hum a.scopie
MEKA001,2024-11-04,changt 1proth. tot. scap.hum
MEKA002,2024-11-04,changt 1proth. humérale+/-pièce glénoïd proth tot+reconstr. os
MEKA003,2024-11-04,changt 1proth. humérale pr 1proth. tot. scap.hum
MEKA004,2024-11-04,changt 1proth. humérale/pièce glénoïd proth. tot. épaule
MEKA005,2024-11-04,proth. épaule unipolaire/cupule mobile +réinsertion+/-plastie coiffe
MEKA006,2024-11-04,remplt artic. scap.hum proth. tot.
MEKA007,2024-11-04,remplt artic. scap.hum proth. tot. +o.tomie prox. humérus
MEKA008,2024-11-04,proth. tot.épaule +réinsertion suture +/-plastie coiffe
MEKA009,2024-11-04,proth. épaule unipolaire/cupule mobile +o.tomie prox. humérus
PBJH001,2024-11-04,évac. calcif. artic. 1mb transcut. guid radio
PBLB001,2024-11-04,inj. ds caps.lig 1artic. transcut. sans guid
PBLB002,2024-11-04,synoviorthèse chim. 1mb
PBLL001,2024-11-04,synoviorthèse isotopique 1mb
PBQM001,2024-11-04,écho plus. artic.
PBQM002,2024-11-04,écho 1artic.
PBQM003,2024-11-04,écho 1artic. +son caps.lig
PBQM004,2024-11-04,écho plus. artic. +leur caps.lig
PCCA001,2024-11-04,suture rupture musc.
PCCA002,2024-11-04,suture tendon
MHPA002,2024-11-04,libér. mobilisatrice 1artic. main ab. direct
MHPA003,2024-11-04,libér. mobilisatrice plus. artic. main +libér. tendon ab. direct
MHPA004,2024-11-04,libér. mobilisatrice 1artic. main +libér. tendon ab. direct
MHQH001,2024-11-04,arthrographie M.C.P/I.P doigt
MHQP001,2024-11-04,bilan fct des artic. main +AG/ALR
MJAA001,2024-11-04,allongt des tendons +/- extens ab. direct
MJAA002,2024-11-04,allongt des tendons +/- désinsertion fléch main/des doigts ab. direct
MJCA001,2024-11-04,suture 1tendon fléch. 1rayon ab. direct
MJCA002,2024-11-04,sutures des 2tendons fléch des doigts 1rayon ab. direct
MJCA003,2024-11-04,sutures tendon fléch des doigts 1nf +1art. palm. 1rayon
MJCA005,2024-11-04,sutures 1tendon fléch. +2nf palm. 1rayon
QAMA004,2024-11-04,répar. tête lambeau fascia temporal +gref. peau
QAMA005,2024-11-04,répar. tête lambeau fascia temporal
QAMA006,2024-11-04,lissage cerv.fac unilat. ab. direct
QAMA007,2024-11-04,lissage temporal bilat. ab. direct
QAMA008,2024-11-04,répar. tête lambeau scalpant
QAMA009,2024-11-04,lissage cerv.fac bilat. +platysmaplastie ab. direct
QAMA010,2024-11-04,lissage cerv.fac bilat. ab. direct
QZGA008,2024-11-04,abl. 1expandeur cut/1implant sscut définitif
QZGA010,2024-11-04,abl. 1syst. diffuseur/1pompe sscut implanté
QZGP001,2024-11-04,abl. support cult pr brûlure sur 20% à 30% corp
LBPA040,2024-11-04,o.tomie bilat. br. mandibul. +avancée LeFort I +os menton ab. bucc.
LBPA041,2024-11-04,o.tomie angulaire/préangulaire mandib. ab. facial
LBPA042,2024-11-04,o.tomie bilat. br. mandibul. ab. bucc.
LBPA043,2024-11-04,o.tomie sagittale intermaxillaire +pose 1disjoncteur fixe ab. bucc.
LBQH001,2024-11-04,arthrographie unilat. artic. temporomandibulaire
LBGA009,2024-11-04,Ablation 7 implants dentaires + résection osseuse chez adulte
LBGA049,2024-11-04,Ablation 4 implants dentaires + résection osseuse chez enfant
LBGA052,2024-11-04,Ablation 9 implants dentaires + résection osseuse chez adulte
LBGA113,2024-11-04,Ablation 11 implants dentaires ou plus + résection osseuse
LBGA139,2024-11-04,Ablation 8 implants dentaires + résection osseuse chez adulte
LBGA168,2024-11-04,Ablation 10 implants dentaires + résection osseuse chez adulte
LBGA280,2024-11-04,Ablation 1 implant dentaire + résection osseuse chez enfant
QZJA014,2024-11-04,panst chir brûlure sf tête/mains > 60% corp
QEMA788,2024-11-04,"RECONST SEIN LAMBEAU CUTANEOGR LIBRE FEMORAL PROFOND, + ANASTO VASC"
QEMB001,2024-11-04,réfection aréole dermopigmentation
QEPA001,2024-11-04,caps.tomie mamm. +changt loge implant proth.
QEQH001,2024-11-04,galactographie
QEQK003,2024-11-04,Rx ctrl pièce op. exérèse mamm.
LEMP001,2024-11-04,plâtre/orthèse thor. +lomb.
LEPA001,2024-11-04,chir os scoliose fixée +arthrodèse sur 1à 3vertèb. thor.phréno.laparo
LEPA002,2024-11-04,chir os scoliose fixée +arthrodèse sur 1à 3vertèb. thor.tomie
LCJA003,2024-11-04,évac. collection périmaxillaire/périmandibulaire ab. bucc.
LCJA004,2024-11-04,évac. collection région des musc. masticateurs ab. bucc.
LCLB001,2024-11-04,séance inj. toxine botulique niv. face
LCMA001,2024-11-04,réanimation hémiface paralysée lambeau musc. libre +anast. vasc. +nf
LCPA001,2024-11-04,libér. 1rétraction des tissus mous région masticatrice ab. direct
LCPA002,2024-11-04,ténotomie musc. sterno-cléido-mastoïdien pr torticolis cong.
LCQK002,2024-11-04,Rx des tissus mous cou
JELA002,2024-11-04,pose proth. sphinct. périurétrale pénienne/bulbomembraneuse ab. direct
JELA003,2024-11-04,pose 1proth. sphinct. urin. périurétroprostatique laparo
JELA004,2024-11-04,pose proth. sphinct. péricervicale +ab. rétrovésical chez homme laparo
JELB003,2024-11-04,pose proth. sphinct. ajust. périurétrale homme transcut. guid radio
JVQF005,2024-11-04,épreuve FG rénale inj. subst. exogène +recueil urin. +épreuve stimul
JVQF006,2024-11-04,épreuve filtration glom. rénale inj. subst. exogène sans recueil urin.
JVQF007,2024-11-04,éval. dose dialyse périt. prélèv. unique sang +dialysat
JVQF008,2024-11-04,test FG rénale inj. subst. exogène sans recueil urin. +épreuve stimul
DBKA011,2024-11-04,remplt valve aort. proth. position non anat. thor.tomie +CEC
DBKA012,2024-11-04,remplt valve pulm. homogreffe/bioproth. sans armature thor.tomie +CEC
DBLA001,2024-11-04,pose 1tube valvé/non entre 1ventr. +A.P thor.tomie +CEC
DBLA002,2024-11-04,pose 1tube valvé entre 1ventr. +aort. thor.tomie +CEC
DBLA003,2024-11-04,pose 1tube valvé entre ventr. gche +aort. thor.phréno.laparo +CEC
DBLA004,2024-11-04,pose bioproth.ávalve aort.áab. apex coeur thor.tomie sans cec
DBLF001,2024-11-04,pose bioproth.ávalve aort. cathé art.
DBLF009,2024-11-04,pose bioproth valve pulm cathe vein
DBMA001,2024-11-04,annuloplast. aort. +remplt valve thor.tomie +CEC
DBMA002,2024-11-04,valv.plast mitrale thor.tomie +CEC
DBMA003,2024-11-04,annuloplastie mitrale thor.tomie +CEC
DBMA004,2024-11-04,transfert valve pulm position aort.+reconstr v. pulm thor.tomie +CEC
DBMA005,2024-11-04,reconstr. anneau mitrale +remplt valve homogreffe thor.tomie +CEC
DBMA006,2024-11-04,reconstr. anneau aort +remplt valve bioproth thor.tomie +CEC
DBMA007,2024-11-04,reconstr. anneau mitrale +valv.plast thor.tomie +CEC
DBMA008,2024-11-04,annuloplastie tricuspide thor.tomie +CEC
DBMA009,2024-11-04,reconstr. anneau aort. +remplt valve proth. thor.tomie +CEC
MHFA002,2024-11-04,exérèse kyste synovial/mucoïde 1artic/1gaine fibreuse main
MHFA003,2024-11-04,synovectomie plus. artic. M.C.P +/- I.P doigt ab. direct
LBFA022,2024-11-04,résec. interruptrice condyle ab. direct +dispositif terminal
LBFA023,2024-11-04,exérèse lés. maxil. +/- mandib. <2cm ab. bucc.
JLND001,2024-11-04,destruc. lés. vag. sans laser
JLND002,2024-11-04,destruc. lés. vag. Laser
LHNH001,2024-11-04,thermocoag facettes artic. vertèb. transcut. guid radio
LHPA003,2024-11-04,laminot. sans explo. intradural ab. post/ab. post.lat
LHPA004,2024-11-04,mise à plat 1lés. vertéb. infect/ossifluente ab. post.
LHPA006,2024-11-04,laminot. +explo. intradural +plastie DM ab. post/ab. post.lat
LHPA010,2024-11-04,laminot. +explo. intradural sans plastie DM ab. post/ab. post.lat
LHPH907,2024-11-04,exérèse 1disque transcut. guid radio
LHQH001,2024-11-04,arthrographie artic. vertéb. post.
JKFA020,2024-11-04,colpohystérectomie tot. élargie aux paramètres coelio. +ab. vag.
JKFA021,2024-11-04,hystérect. tot. +annexectomie +colpopérinéorraphie ant/post. ab. vag.
JKFA022,2024-11-04,myomectomie mult. ut. Laparo
JKFA023,2024-11-04,colpohystérectomie tot. élargie aux paramètres ab. vag.
JKFA024,2024-11-04,hystérect. part. laparo
JKFA025,2024-11-04,hystérect. tot. +colpopérinéorraphie ant/post. ab. vag.
JKFA026,2024-11-04,hystérect. tot. ab. vag.
JKFA027,2024-11-04,colpohystérectomie tot. élargie aux paramètres laparo
JKFA028,2024-11-04,hystérect. tot. +annexectomie laparo
LBFA033,2024-11-04,maxillectomie moy.
LBFA034,2024-11-04,résec. interruptrice lat.term mandib. sans dispositif lat.term
LBFA035,2024-11-04,résec. 1bloc ankylose temporomandibulaire cplt ab. direct
LBFA036,2024-11-04,résec. interruptrice extracondyl segt lat. mandib. sans O.S ni comblt
LBFA037,2024-11-04,résec. interruptrice lat.term mandib.+ dispositif lat.term contention
LBFA038,2024-11-04,résec. interruptrice condyle mandib. +comblt  gref. chondr.cost
LBFA039,2024-11-04,résec interruptrice lat.term mandib ab direct +comblt gref chondr.cost
LBGA001,2024-11-04,abl. C.E artic. temporomandibulaire arthrotomie
LBGA002,2024-11-04,Ablation 3 implants dentaires + résection osseuse chez adulte
LBGA354,2024-11-04,Ablation 3 implants dentaires + résection osseuse chez enfant
LBGA441,2024-11-04,Ablation 2 impants dentaires + résection osseuse chez enfant
JMMA005,2024-11-04,nymphoplastie réduc.
JMPA001,2024-11-04,incision glde Bartholin
JMPA002,2024-11-04,périnéotomie médiane sans lambeau périnéal pr élargt orifice vag.
JMPA003,2024-11-04,libér. chir. adhér. vulve
JMPA004,2024-11-04,périnéotomie médiane +lambeau périnéal
LBQK003,2024-11-04,Tracé & analyse céphalomét 3d / architect craniofac & simul ttmnt
LBQK004,2024-11-04,Tracé & analyse céphalomét 3d / tracé & architect craniofac
LBQK005,2024-11-04,Rx artic. temporomandibulaire
LBQP001,2024-11-04,Enregistrement pour programmation articulateur
LBQP002,2024-11-04,Enreg. électronique des mouvements
LCFA001,2024-11-04,excision nasogénienne +myotomie pr traitt PF
LCFA002,2024-11-04,excision musc. frontal contr.lat sain pr traitt PF
LCFA003,2024-11-04,exérèse 1fistule/1kyste 1re fente branchiale sans dissection nf facial
LCFA004,2024-11-04,exérèse 1kyste cong. médian cou
LCFA005,2024-11-04,exérèse 1fistule/1kyste 1re fente branchiale +dissection nf facial
LCFA006,2024-11-04,exérèse 1fistule/1kyste 3e/4e fente branchiale
LCFA007,2024-11-04,exérèse 1fistule cut. faciale acquise
LCFA008,2024-11-04,exérèse 1fistule/1kyste 2e fente branchiale
HKFA008,2024-11-04,destruc. +/- exérèse lés. superf. non T. anus
HKFA009,2024-11-04,sphinctéromyectomie anus ab. anal
HKGA001,2024-11-04,abl/changt 1sphincter anal artif.
HKHA001,2024-11-04,biopsie lés. région périanale +/- canal anal
HKKA001,2024-11-04,changt 1stimul. anus/1lambeau plastie ce musc.
HZQM001,2024-11-04,écho tube dig. +/- périt.
JACA001,2024-11-04,suture/frac. rein limitée au parenchyme ab. direct
JACA002,2024-11-04,néphrostomie cut. ab. direct
JACH001,2024-11-04,néphrostomie transcut. +guid écho +/-radio
JACH002,2024-11-04,néphrostomie transcut+drainage internalisé urin. +guid écho+/-radio
JACH003,2024-11-04,néphrostomie transcut. guid scan
JADA001,2024-11-04,néphropexie ab. direct
JAEA002,2024-11-04,gref. rein ab. direct
JAEA003,2024-11-04,gref. rein
JAFA001,2024-11-04,héminéphrectomie +urétérectomie part. ab. direct
JAFA002,2024-11-04,néphrectomie tot. lombot.
JAFA003,2024-11-04,héminéphrectomie +urétérectomie tot. ab. direct
JMPA005,2024-11-04,incision collection vulvopérinéale
JMPA006,2024-11-04,épisiotomie
JMPP001,2024-11-04,libér. non chir. coalescence des pt lèvres vulve
JMQP001,2024-11-04,vulvoscopie
JMQX004,2024-11-04,EXAM ANAPATH K PIÈCE VULVECTOMIE TOTALE
JMQX005,2024-11-04,EXAM ANAPATH K PIÈCE VULVECTOMIE PARTIELLE
JNBD001,2024-11-04,cerclage col ut. pdt grosS v.basse
JNBD002,2024-11-04,tampnt intra-utérin/intravag. pr hémorr. obst.
JNCA001,2024-11-04,suture déchirure obst. col ut.
JVQP008,2024-11-04,étude SRAA angiotensine couché+debout
JVQP009,2024-11-04,mesure pression périt. prolongateur cathé. dialyse périt.
JVRP001,2024-11-04,épreuve concentr. urine +test à dDAVP
JVRP003,2024-11-04,épreuve dilution urine
JVRP004,2024-11-04,séance entraînement à hémodialyse
LBLD009,2024-11-04,"appareillage par guide mandib vestibulaire / lingual, sur 2 arcades"
LBLD010,2024-11-04,"Pose de 2 implants dentaires, chez l adulte"
LBLD011,2024-11-04,"appareillage par guide mandib vestibulaire / lingual, sur 1 arcade"
LBLD012,2024-11-04,dispositif intrabuc expansion tissulaire pour rehaussmnt crête alvéol
LBLD013,2024-11-04,"Pose de 3 implants dentaires, chez l adulte"
LBLD014,2024-11-04,orthèse métal recouvrant totalement / partiellement 1 arc dentaire
LBLD015,2024-11-04,"Pose d 1 implant dentaire, chez l adulte"
LBLD016,2024-11-04,Appareil obtur pour perte substance max patient denté
LBLD017,2024-11-04,Pose OAM
LBLD018,2024-11-04,Pose d un appareillage par guide mandibulaire sagittal
LBLD019,2024-11-04,Moyen liaison sur 1 implant dentaire
LBLD020,2024-11-04,"Pose de 5 implants dentaires, chez l adulte"
